CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
6H,844,ISRAIR AIRLINES,2024-03-11T22:25:00,2024-03-11T22:25:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
LY,5110,EL AL ISRAEL AIRLINES,2024-03-11T23:00:00,2024-03-11T23:00:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LY,5102,EL AL ISRAEL AIRLINES,2024-03-11T23:10:00,2024-03-11T23:10:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,5134,EL AL ISRAEL AIRLINES,2024-03-11T23:10:00,2024-03-11T23:10:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
WZ,012,RED WINGS AIRLINES,2024-03-11T23:10:00,2024-03-11T23:10:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,20-23,A,ON TIME,בזמן
LY,282,EL AL ISRAEL AIRLINES,2024-03-11T23:30:00,2024-03-11T23:30:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
6H,768,ISRAIR AIRLINES,2024-03-11T23:45:00,2024-03-11T23:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
BZ,461,BLUE BIRD AIRWAYS,2024-03-12T00:05:00,2024-03-12T00:05:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
B6,6481,JETBLUE AIRWAYS CORPORATION,2024-03-12T00:05:00,2024-03-12T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7441,DELTA AIRLINES,2024-03-12T00:05:00,2024-03-12T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,025,EL AL ISRAEL AIRLINES,2024-03-12T00:05:00,2024-03-12T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
6H,562,ISRAIR AIRLINES,2024-03-12T00:05:00,2024-03-12T00:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,328,EL AL ISRAEL AIRLINES,2024-03-12T00:10:00,2024-03-12T00:10:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3162,SAS,2024-03-12T00:10:00,2024-03-12T00:10:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IZ,388,ARKIA  ISRAELI  AIRLINES,2024-03-12T00:30:00,2024-03-12T00:30:00,A,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,3,,,NOT FINAL,לא סופי
LY,572,EL AL ISRAEL AIRLINES,2024-03-12T00:30:00,2024-03-12T00:30:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
AA,387,AMERICAN AIRLINES,2024-03-12T00:35:00,2024-03-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-03-12T00:35:00,2024-03-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
ET,404,ETHIOPIAN AIRLINES,2024-03-12T00:35:00,2024-03-12T00:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,384,EL AL ISRAEL AIRLINES,2024-03-12T00:35:00,2024-03-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,8804,EL AL ISRAEL AIRLINES,2024-03-12T00:35:00,2024-03-12T00:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
SK,3166,SAS,2024-03-12T00:35:00,2024-03-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8897,AIR PORTUGAL,2024-03-12T00:35:00,2024-03-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AM,7869,AERO MEXICO,2024-03-12T00:45:00,2024-03-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AM,7875,AERO MEXICO,2024-03-12T00:45:00,2024-03-12T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-03-12T00:45:00,2024-03-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6451,JETBLUE AIRWAYS CORPORATION,2024-03-12T00:45:00,2024-03-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6461,JETBLUE AIRWAYS CORPORATION,2024-03-12T00:45:00,2024-03-12T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7424,DELTA AIRLINES,2024-03-12T00:45:00,2024-03-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7428,DELTA AIRLINES,2024-03-12T00:45:00,2024-03-12T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,001,EL AL ISRAEL AIRLINES,2024-03-12T00:45:00,2024-03-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,005,EL AL ISRAEL AIRLINES,2024-03-12T00:45:00,2024-03-12T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
6H,584,ISRAIR AIRLINES,2024-03-12T00:45:00,2024-03-12T00:45:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
LY,244,EL AL ISRAEL AIRLINES,2024-03-12T00:50:00,2024-03-12T00:50:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
LY,2368,EL AL ISRAEL AIRLINES,2024-03-12T00:55:00,2024-03-12T00:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-03-12T01:00:00,2024-03-12T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,CANCELED,מבוטלת
B6,6467,JETBLUE AIRWAYS CORPORATION,2024-03-12T01:00:00,2024-03-12T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,CANCELED,מבוטלת
DL,7437,DELTA AIRLINES,2024-03-12T01:00:00,2024-03-12T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,CANCELED,מבוטלת
LY,017,EL AL ISRAEL AIRLINES,2024-03-12T01:00:00,2024-03-12T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,CANCELED,מבוטלת
B6,6465,JETBLUE AIRWAYS CORPORATION,2024-03-12T01:05:00,2024-03-12T01:05:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7435,DELTA AIRLINES,2024-03-12T01:05:00,2024-03-12T01:05:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,015,EL AL ISRAEL AIRLINES,2024-03-12T01:05:00,2024-03-12T01:05:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,364,EL AL ISRAEL AIRLINES,2024-03-12T01:05:00,2024-03-12T01:05:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
LY,356,EL AL ISRAEL AIRLINES,2024-03-12T01:15:00,2024-03-12T01:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
ET,405,ETHIOPIAN AIRLINES,2024-03-12T01:30:00,2024-03-12T01:30:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,12-18,A,ON TIME,בזמן
LY,8807,EL AL ISRAEL AIRLINES,2024-03-12T01:30:00,2024-03-12T01:30:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,12-18,A,ON TIME,בזמן
LY,1388,EL AL ISRAEL AIRLINES,2024-03-12T02:30:00,2024-03-12T02:30:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,376,EL AL ISRAEL AIRLINES,2024-03-12T02:30:00,2024-03-12T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
TP,8913,AIR PORTUGAL,2024-03-12T02:30:00,2024-03-12T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
LY,2524,EL AL ISRAEL AIRLINES,2024-03-12T02:45:00,2024-03-12T02:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
AM,7850,AERO MEXICO,2024-03-12T02:55:00,2024-03-12T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
LY,336,EL AL ISRAEL AIRLINES,2024-03-12T02:55:00,2024-03-12T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
SK,3152,SAS,2024-03-12T02:55:00,2024-03-12T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
OS,859,AUSTRIAN AIRLINES,2024-03-12T03:35:00,2024-03-12T03:35:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
LO,151,LOT POLISH AIRLINES,2024-03-12T03:45:00,2024-03-12T03:45:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,9256,EL AL ISRAEL AIRLINES,2024-03-12T03:45:00,2024-03-12T03:45:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
AM,7854,AERO MEXICO,2024-03-12T03:55:00,2024-03-12T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,326,EL AL ISRAEL AIRLINES,2024-03-12T03:55:00,2024-03-12T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3158,SAS,2024-03-12T03:55:00,2024-03-12T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AM,7878,AERO MEXICO,2024-03-12T04:30:00,2024-03-12T04:30:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-03-12T04:30:00,2024-03-12T04:30:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IB,2397,IBERIA,2024-03-12T04:30:00,2024-03-12T04:30:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,398,EL AL ISRAEL AIRLINES,2024-03-12T04:30:00,2024-03-12T04:30:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
QS,1286,SMARTWINGS,2024-03-12T04:35:00,2024-03-12T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
AA,9267,AMERICAN AIRLINES,2024-03-12T05:05:00,2024-03-12T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2024-03-12T05:05:00,2024-03-12T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
BZ,251,BLUE BIRD AIRWAYS,2024-03-12T05:05:00,2024-03-12T05:05:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,318,EL AL ISRAEL AIRLINES,2024-03-12T05:05:00,2024-03-12T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3174,SAS,2024-03-12T05:05:00,2024-03-12T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,5129,EL AL ISRAEL AIRLINES,2024-03-12T05:15:00,2024-03-12T05:15:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,ON TIME,בזמן
LO,152,LOT POLISH AIRLINES,2024-03-12T05:20:00,2024-03-12T05:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,ON TIME,בזמן
LY,9255,EL AL ISRAEL AIRLINES,2024-03-12T05:20:00,2024-03-12T05:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,ON TIME,בזמן
NH,5620,ALL NIPPON AIRWAYS,2024-03-12T05:20:00,2024-03-12T05:20:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2024-03-12T05:20:00,2024-03-12T05:20:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
IZ,639,ARKIA  ISRAELI  AIRLINES,2024-03-12T05:30:00,2024-03-12T05:30:00,D,SEZ,MAHE SEYCHELLES INTL,מאהה,MAHE SEYCHELLES,איי סיישל,SEYCHELLES,3,,,CANCELED,מבוטלת
QS,1287,SMARTWINGS,2024-03-12T05:35:00,2024-03-12T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
AA,9262,AMERICAN AIRLINES,2024-03-12T05:50:00,2024-03-12T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AM,7867,AERO MEXICO,2024-03-12T05:50:00,2024-03-12T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
LY,004,EL AL ISRAEL AIRLINES,2024-03-12T05:50:00,2024-03-12T05:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,319,EL AL ISRAEL AIRLINES,2024-03-12T05:50:00,2024-03-12T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3161,SAS,2024-03-12T05:50:00,2024-03-12T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AM,7864,AERO MEXICO,2024-03-12T05:55:00,2024-03-12T05:55:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
LY,1017,EL AL ISRAEL AIRLINES,2024-03-12T05:55:00,2024-03-12T05:55:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2024-03-12T05:55:00,2024-03-12T05:55:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
SK,3155,SAS,2024-03-12T05:55:00,2024-03-12T05:55:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
AA,9263,AMERICAN AIRLINES,2024-03-12T06:00:00,2024-03-12T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2024-03-12T06:00:00,2024-03-12T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,353,EL AL ISRAEL AIRLINES,2024-03-12T06:00:00,2024-03-12T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,5407,EL AL ISRAEL AIRLINES,2024-03-12T06:00:00,2024-03-12T06:00:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,ON TIME,בזמן
SK,3157,SAS,2024-03-12T06:00:00,2024-03-12T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
BZ,252,BLUE BIRD AIRWAYS,2024-03-12T06:05:00,2024-03-12T06:05:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-03-12T06:10:00,2024-03-12T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
LY,345,EL AL ISRAEL AIRLINES,2024-03-12T06:10:00,2024-03-12T06:10:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2024-03-12T06:10:00,2024-03-12T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
SK,3167,SAS,2024-03-12T06:10:00,2024-03-12T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8898,AIR PORTUGAL,2024-03-12T06:10:00,2024-03-12T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
AA,9265,AMERICAN AIRLINES,2024-03-12T06:15:00,2024-03-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
AM,7879,AERO MEXICO,2024-03-12T06:15:00,2024-03-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-03-12T06:15:00,2024-03-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
IB,2394,IBERIA,2024-03-12T06:15:00,2024-03-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2024-03-12T06:15:00,2024-03-12T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,395,EL AL ISRAEL AIRLINES,2024-03-12T06:15:00,2024-03-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
QF,5021,QANTAS AIRWAYS,2024-03-12T06:15:00,2024-03-12T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,5483,THAI AIRWAYS,2024-03-12T06:15:00,2024-03-12T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3299,VIETNAM AIRLINES,2024-03-12T06:15:00,2024-03-12T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
IB,2392,IBERIA,2024-03-12T06:25:00,2024-03-12T06:25:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2024-03-12T06:25:00,2024-03-12T06:25:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-03-12T06:30:00,2024-03-12T06:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-03-12T06:35:00,2024-03-12T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7444,DELTA AIRLINES,2024-03-12T06:35:00,2024-03-12T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,028,EL AL ISRAEL AIRLINES,2024-03-12T06:35:00,2024-03-12T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-03-12T06:45:00,2024-03-12T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-03-12T06:45:00,2024-03-12T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7438,DELTA AIRLINES,2024-03-12T06:45:00,2024-03-12T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,018,EL AL ISRAEL AIRLINES,2024-03-12T06:45:00,2024-03-12T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2024-03-12T06:50:00,2024-03-12T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2024-03-12T06:50:00,2024-03-12T06:50:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
SK,3185,SAS,2024-03-12T06:50:00,2024-03-12T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-03-12T06:50:00,2024-03-12T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
IZ,639,ARKIA  ISRAELI  AIRLINES,2024-03-12T07:00:00,2024-03-12T07:00:00,D,SEZ,MAHE SEYCHELLES INTL,מאהה,MAHE SEYCHELLES,איי סיישל,SEYCHELLES,3,,,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2024-03-12T07:00:00,2024-03-12T07:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
SK,3189,SAS,2024-03-12T07:00:00,2024-03-12T07:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
BZ,702,BLUE BIRD AIRWAYS,2024-03-12T07:05:00,2024-03-12T07:05:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
LY,1027,EL AL ISRAEL AIRLINES,2024-03-12T07:05:00,2024-03-12T07:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2024-03-12T07:05:00,2024-03-12T07:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
LY,5141,EL AL ISRAEL AIRLINES,2024-03-12T07:10:00,2024-03-12T07:10:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2024-03-12T07:20:00,2024-03-12T07:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LY,551,EL AL ISRAEL AIRLINES,2024-03-12T07:30:00,2024-03-12T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
6H,043,ISRAIR AIRLINES,2024-03-12T07:30:00,2024-03-12T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
EK,2369,EMIRATES,2024-03-12T08:05:00,2024-03-12T08:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-03-12T08:05:00,2024-03-12T08:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
