CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1T,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE
SN,7172,BRUSSELS AIRLINES,2024-03-11 17:10:00,2024-03-11 17:10:00,D,MUC,MUNICH,MUNICH,GERMANY,3,,,ON TIME
AM,7866,AERO MEXICO,2024-03-11 17:15:00,2024-03-11 17:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
AM,7877,AERO MEXICO,2024-03-11 17:15:00,2024-03-11 17:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
AR,7873,AEROLINEAS ARGENTINAS S.A.,2024-03-11 17:15:00,2024-03-11 17:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
IB,2396,IBERIA,2024-03-11 17:15:00,2024-03-11 17:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
LY,317,EL AL ISRAEL AIRLINES,2024-03-11 17:15:00,2024-03-11 17:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
LY,397,EL AL ISRAEL AIRLINES,2024-03-11 17:15:00,2024-03-11 17:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
LY,543,EL AL ISRAEL AIRLINES,2024-03-11 17:15:00,2024-03-11 17:15:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
LY,387,EL AL ISRAEL AIRLINES,2024-03-11 17:20:00,2024-03-11 17:20:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
SK,3183,SAS,2024-03-11 17:20:00,2024-03-11 17:20:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
IZ,387,ARKIA  ISRAELI  AIRLINES,2024-03-11 17:30:00,2024-03-11 17:30:00,D,BEG,BELGRADE,BELGRADE,SERBIA,3,,,ON TIME
IZ,821,ARKIA  ISRAELI  AIRLINES,2024-03-11 17:30:00,2024-03-11 17:30:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
LY,348,EL AL ISRAEL AIRLINES,2024-03-11 17:35:00,2024-03-11 17:35:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
SK,3188,SAS,2024-03-11 17:35:00,2024-03-11 17:35:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
LY,2523,EL AL ISRAEL AIRLINES,2024-03-11 17:45:00,2024-03-11 17:45:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,ON TIME
6H,726,ISRAIR AIRLINES,2024-03-11 17:45:00,2024-03-11 17:45:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,NOT FINAL
AA,9266,AMERICAN AIRLINES,2024-03-11 17:50:00,2024-03-11 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
AM,7859,AERO MEXICO,2024-03-11 17:50:00,2024-03-11 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
AR,7872,AEROLINEAS ARGENTINAS S.A.,2024-03-11 17:50:00,2024-03-11 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
IB,2395,IBERIA,2024-03-11 17:50:00,2024-03-11 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
LY,396,EL AL ISRAEL AIRLINES,2024-03-11 17:50:00,2024-03-11 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
IZ,216,ARKIA  ISRAELI  AIRLINES,2024-03-11 17:55:00,2024-03-11 17:55:00,A,SKG,THESSALONIKI,THESSALONIKI,GREECE,3,,,NOT FINAL
LY,571,EL AL ISRAEL AIRLINES,2024-03-11 18:00:00,2024-03-11 18:00:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,ON TIME
LX,253,SWISS INT`L  AIRLINES,2024-03-11 18:20:00,2024-03-11 18:20:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,ON TIME
LY,312,EL AL ISRAEL AIRLINES,2024-03-11 18:40:00,2024-03-11 18:40:00,A,LTN,LUTON,LONDON LUTON,UNITED KINGDOM,3,,,NOT FINAL
6H,561,ISRAIR AIRLINES,2024-03-11 18:50:00,2024-03-11 18:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
IZ,512,ARKIA  ISRAELI  AIRLINES,2024-03-11 19:00:00,2024-03-11 19:00:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
6H,046,ISRAIR AIRLINES,2024-03-11 19:30:00,2024-03-11 19:30:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
LY,091,EL AL ISRAEL AIRLINES,2024-03-11 19:40:00,2024-03-11 19:40:00,D,NRT,TOKYO INTL.-NARITA,TOKYO,JAPAN,3,,,ON TIME
IZ,822,ARKIA  ISRAELI  AIRLINES,2024-03-11 19:55:00,2024-03-11 19:55:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
AA,9259,AMERICAN AIRLINES,2024-03-11 20:00:00,2024-03-11 20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
AM,7862,AERO MEXICO,2024-03-11 20:00:00,2024-03-11 20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,324,EL AL ISRAEL AIRLINES,2024-03-11 20:00:00,2024-03-11 20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,5133,EL AL ISRAEL AIRLINES,2024-03-11 20:00:00,2024-03-11 20:00:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
SK,3160,SAS,2024-03-11 20:00:00,2024-03-11 20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,081,EL AL ISRAEL AIRLINES,2024-03-11 20:05:00,2024-03-11 20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
QF,5020,QANTAS AIRWAYS,2024-03-11 20:05:00,2024-03-11 20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
TG,4584,THAI AIRWAYS,2024-03-11 20:05:00,2024-03-11 20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
VN,3298,VIETNAM AIRLINES,2024-03-11 20:05:00,2024-03-11 20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
WZ,4311,RED WINGS AIRLINES,2024-03-11 20:15:00,2024-03-11 20:15:00,A,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,NOT FINAL
LY,087,EL AL ISRAEL AIRLINES,2024-03-11 20:35:00,2024-03-11 20:35:00,D,HKT,PHUKET,PHUKET,THAILAND,3,,,ON TIME
LY,5108,EL AL ISRAEL AIRLINES,2024-03-11 20:50:00,2024-03-11 20:50:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,,,NOT FINAL
LY,612,EL AL ISRAEL AIRLINES,2024-03-11 20:55:00,2024-03-11 20:55:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,NOT FINAL
S7,4483,SIBERIA AIRLINES,2024-03-11 20:55:00,2024-03-11 20:55:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,NOT FINAL
AA,9260,AMERICAN AIRLINES,2024-03-11 21:05:00,2024-03-11 21:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
LY,316,EL AL ISRAEL AIRLINES,2024-03-11 21:05:00,2024-03-11 21:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
W9,4451,WIZZ UK,2024-03-11 21:05:00,2024-03-11 21:05:00,A,LTN,LUTON,LONDON LUTON,UNITED KINGDOM,3,,,NOT FINAL
LY,974,EL AL ISRAEL AIRLINES,2024-03-11 21:25:00,2024-03-11 21:25:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
6H,583,ISRAIR AIRLINES,2024-03-11 21:35:00,2024-03-11 21:35:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
W9,4452,WIZZ UK,2024-03-11 22:00:00,2024-03-11 22:00:00,D,LTN,LUTON,LONDON LUTON,UNITED KINGDOM,3,,,ON TIME
LY,544,EL AL ISRAEL AIRLINES,2024-03-11 22:25:00,2024-03-11 22:25:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
6H,844,ISRAIR AIRLINES,2024-03-11 22:25:00,2024-03-11 22:25:00,A,RMO,CHISINAU,CHISINAU,MOLDOVA,3,,,NOT FINAL
LY,5110,EL AL ISRAEL AIRLINES,2024-03-11 23:00:00,2024-03-11 23:00:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,,,NOT FINAL
LY,5102,EL AL ISRAEL AIRLINES,2024-03-11 23:10:00,2024-03-11 23:10:00,A,WAW,WARSAW,WARSAW,POLAND,3,,,NOT FINAL
LY,5134,EL AL ISRAEL AIRLINES,2024-03-11 23:10:00,2024-03-11 23:10:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
WZ,012,RED WINGS AIRLINES,2024-03-11 23:10:00,2024-03-11 23:10:00,D,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,ON TIME
LY,282,EL AL ISRAEL AIRLINES,2024-03-11 23:30:00,2024-03-11 23:30:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,NOT FINAL
6H,768,ISRAIR AIRLINES,2024-03-11 23:45:00,2024-03-11 23:45:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
BZ,461,BLUE BIRD AIRWAYS,2024-03-12 00:05:00,2024-03-12 00:05:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
B6,6481,JETBLUE AIRWAYS CORPORATION,2024-03-12 00:05:00,2024-03-12 00:05:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,ON TIME
DL,7441,DELTA AIRLINES,2024-03-12 00:05:00,2024-03-12 00:05:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,ON TIME
LY,025,EL AL ISRAEL AIRLINES,2024-03-12 00:05:00,2024-03-12 00:05:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,ON TIME
6H,562,ISRAIR AIRLINES,2024-03-12 00:05:00,2024-03-12 00:05:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
LY,328,EL AL ISRAEL AIRLINES,2024-03-12 00:10:00,2024-03-12 00:10:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
SK,3162,SAS,2024-03-12 00:10:00,2024-03-12 00:10:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
IZ,388,ARKIA  ISRAELI  AIRLINES,2024-03-12 00:30:00,2024-03-12 00:30:00,A,BEG,BELGRADE,BELGRADE,SERBIA,3,,,NOT FINAL
LY,572,EL AL ISRAEL AIRLINES,2024-03-12 00:30:00,2024-03-12 00:30:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,NOT FINAL
AA,387,AMERICAN AIRLINES,2024-03-12 00:35:00,2024-03-12 00:35:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-03-12 00:35:00,2024-03-12 00:35:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
ET,404,ETHIOPIAN AIRLINES,2024-03-12 00:35:00,2024-03-12 00:35:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,NOT FINAL
LY,384,EL AL ISRAEL AIRLINES,2024-03-12 00:35:00,2024-03-12 00:35:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,8804,EL AL ISRAEL AIRLINES,2024-03-12 00:35:00,2024-03-12 00:35:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,NOT FINAL
SK,3166,SAS,2024-03-12 00:35:00,2024-03-12 00:35:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
TP,8897,AIR PORTUGAL,2024-03-12 00:35:00,2024-03-12 00:35:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
AM,7869,AERO MEXICO,2024-03-12 00:45:00,2024-03-12 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
AM,7875,AERO MEXICO,2024-03-12 00:45:00,2024-03-12 00:45:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,ON TIME
AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-03-12 00:45:00,2024-03-12 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
B6,6451,JETBLUE AIRWAYS CORPORATION,2024-03-12 00:45:00,2024-03-12 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
B6,6461,JETBLUE AIRWAYS CORPORATION,2024-03-12 00:45:00,2024-03-12 00:45:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,ON TIME
DL,7424,DELTA AIRLINES,2024-03-12 00:45:00,2024-03-12 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
DL,7428,DELTA AIRLINES,2024-03-12 00:45:00,2024-03-12 00:45:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,ON TIME
LY,001,EL AL ISRAEL AIRLINES,2024-03-12 00:45:00,2024-03-12 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
LY,005,EL AL ISRAEL AIRLINES,2024-03-12 00:45:00,2024-03-12 00:45:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,ON TIME
6H,584,ISRAIR AIRLINES,2024-03-12 00:45:00,2024-03-12 00:45:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
LY,244,EL AL ISRAEL AIRLINES,2024-03-12 00:50:00,2024-03-12 00:50:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
LY,2368,EL AL ISRAEL AIRLINES,2024-03-12 00:55:00,2024-03-12 00:55:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,NOT FINAL
AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-03-12 01:00:00,2024-03-12 01:00:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,ON TIME
B6,6467,JETBLUE AIRWAYS CORPORATION,2024-03-12 01:00:00,2024-03-12 01:00:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,ON TIME
DL,7437,DELTA AIRLINES,2024-03-12 01:00:00,2024-03-12 01:00:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,ON TIME
LY,017,EL AL ISRAEL AIRLINES,2024-03-12 01:00:00,2024-03-12 01:00:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,ON TIME
B6,6465,JETBLUE AIRWAYS CORPORATION,2024-03-12 01:05:00,2024-03-12 01:05:00,D,BOS,BOSTON-LOGAN INT,BOSTON,UNITED STATES,3,,,ON TIME
DL,7435,DELTA AIRLINES,2024-03-12 01:05:00,2024-03-12 01:05:00,D,BOS,BOSTON-LOGAN INT,BOSTON,UNITED STATES,3,,,ON TIME
LY,015,EL AL ISRAEL AIRLINES,2024-03-12 01:05:00,2024-03-12 01:05:00,D,BOS,BOSTON-LOGAN INT,BOSTON,UNITED STATES,3,,,ON TIME
LY,364,EL AL ISRAEL AIRLINES,2024-03-12 01:05:00,2024-03-12 01:05:00,A,VIE,VIENNA,VIENNA,AUSTRIA,3,,,NOT FINAL
LY,356,EL AL ISRAEL AIRLINES,2024-03-12 01:15:00,2024-03-12 01:15:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
ET,405,ETHIOPIAN AIRLINES,2024-03-12 01:30:00,2024-03-12 01:30:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,ON TIME
LY,8807,EL AL ISRAEL AIRLINES,2024-03-12 01:30:00,2024-03-12 01:30:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,ON TIME
LY,1388,EL AL ISRAEL AIRLINES,2024-03-12 02:30:00,2024-03-12 02:30:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,NOT FINAL
LY,376,EL AL ISRAEL AIRLINES,2024-03-12 02:30:00,2024-03-12 02:30:00,A,LIS,LISBON,LISBON,PORTUGAL,3,,,NOT FINAL
TP,8913,AIR PORTUGAL,2024-03-12 02:30:00,2024-03-12 02:30:00,A,LIS,LISBON,LISBON,PORTUGAL,3,,,NOT FINAL
LY,2524,EL AL ISRAEL AIRLINES,2024-03-12 02:45:00,2024-03-12 02:45:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
AM,7850,AERO MEXICO,2024-03-12 02:55:00,2024-03-12 02:55:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
LY,336,EL AL ISRAEL AIRLINES,2024-03-12 02:55:00,2024-03-12 02:55:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
SK,3152,SAS,2024-03-12 02:55:00,2024-03-12 02:55:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
OS,859,AUSTRIAN AIRLINES,2024-03-12 03:35:00,2024-03-12 03:35:00,A,VIE,VIENNA,VIENNA,AUSTRIA,3,,,NOT FINAL
LO,151,LOT POLISH AIRLINES,2024-03-12 03:45:00,2024-03-12 03:45:00,A,WAW,WARSAW,WARSAW,POLAND,3,,,NOT FINAL
LY,9256,EL AL ISRAEL AIRLINES,2024-03-12 03:45:00,2024-03-12 03:45:00,A,WAW,WARSAW,WARSAW,POLAND,3,,,NOT FINAL
AM,7854,AERO MEXICO,2024-03-12 03:55:00,2024-03-12 03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,326,EL AL ISRAEL AIRLINES,2024-03-12 03:55:00,2024-03-12 03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
SK,3158,SAS,2024-03-12 03:55:00,2024-03-12 03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
AM,7878,AERO MEXICO,2024-03-12 04:30:00,2024-03-12 04:30:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-03-12 04:30:00,2024-03-12 04:30:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
IB,2397,IBERIA,2024-03-12 04:30:00,2024-03-12 04:30:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
LY,398,EL AL ISRAEL AIRLINES,2024-03-12 04:30:00,2024-03-12 04:30:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
QS,1286,SMARTWINGS,2024-03-12 04:35:00,2024-03-12 04:35:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
AA,9267,AMERICAN AIRLINES,2024-03-12 05:05:00,2024-03-12 05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
AM,7876,AERO MEXICO,2024-03-12 05:05:00,2024-03-12 05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
BZ,251,BLUE BIRD AIRWAYS,2024-03-12 05:05:00,2024-03-12 05:05:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,,,NOT FINAL
LY,318,EL AL ISRAEL AIRLINES,2024-03-12 05:05:00,2024-03-12 05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
SK,3174,SAS,2024-03-12 05:05:00,2024-03-12 05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
LY,5129,EL AL ISRAEL AIRLINES,2024-03-12 05:15:00,2024-03-12 05:15:00,D,RMO,CHISINAU,CHISINAU,MOLDOVA,3,,,ON TIME
LO,152,LOT POLISH AIRLINES,2024-03-12 05:20:00,2024-03-12 05:20:00,D,WAW,WARSAW,WARSAW,POLAND,3,,,ON TIME
LY,9255,EL AL ISRAEL AIRLINES,2024-03-12 05:20:00,2024-03-12 05:20:00,D,WAW,WARSAW,WARSAW,POLAND,3,,,ON TIME
NH,5620,ALL NIPPON AIRWAYS,2024-03-12 05:20:00,2024-03-12 05:20:00,D,VIE,VIENNA,VIENNA,AUSTRIA,3,,,ON TIME
OS,860,AUSTRIAN AIRLINES,2024-03-12 05:20:00,2024-03-12 05:20:00,D,VIE,VIENNA,VIENNA,AUSTRIA,3,,,ON TIME
IZ,639,ARKIA  ISRAELI  AIRLINES,2024-03-12 05:30:00,2024-03-12 05:30:00,D,SEZ,MAHE SEYCHELLES INTL,MAHE SEYCHELLES,SEYCHELLES,3,,,ON TIME
QS,1287,SMARTWINGS,2024-03-12 05:35:00,2024-03-12 05:35:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,ON TIME
AA,9262,AMERICAN AIRLINES,2024-03-12 05:50:00,2024-03-12 05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
AM,7867,AERO MEXICO,2024-03-12 05:50:00,2024-03-12 05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,004,EL AL ISRAEL AIRLINES,2024-03-12 05:50:00,2024-03-12 05:50:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
LY,319,EL AL ISRAEL AIRLINES,2024-03-12 05:50:00,2024-03-12 05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
SK,3161,SAS,2024-03-12 05:50:00,2024-03-12 05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
AM,7864,AERO MEXICO,2024-03-12 05:55:00,2024-03-12 05:55:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
LY,337,EL AL ISRAEL AIRLINES,2024-03-12 05:55:00,2024-03-12 05:55:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
SK,3155,SAS,2024-03-12 05:55:00,2024-03-12 05:55:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
AA,9263,AMERICAN AIRLINES,2024-03-12 06:00:00,2024-03-12 06:00:00,D,MUC,MUNICH,MUNICH,GERMANY,3,,,ON TIME
LY,2371,EL AL ISRAEL AIRLINES,2024-03-12 06:00:00,2024-03-12 06:00:00,D,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,ON TIME
LY,353,EL AL ISRAEL AIRLINES,2024-03-12 06:00:00,2024-03-12 06:00:00,D,MUC,MUNICH,MUNICH,GERMANY,3,,,ON TIME
LY,5407,EL AL ISRAEL AIRLINES,2024-03-12 06:00:00,2024-03-12 06:00:00,D,KRK,KRAKOW,KRAKOW,POLAND,3,,,ON TIME
SK,3157,SAS,2024-03-12 06:00:00,2024-03-12 06:00:00,D,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,ON TIME
BZ,252,BLUE BIRD AIRWAYS,2024-03-12 06:05:00,2024-03-12 06:05:00,D,BCN,BARCELONA,BARCELONA,SPAIN,3,,,ON TIME
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-03-12 06:10:00,2024-03-12 06:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
LY,345,EL AL ISRAEL AIRLINES,2024-03-12 06:10:00,2024-03-12 06:10:00,D,GVA,GENEVA,GENEVA,SWITZERLAND,3,,,ON TIME
LY,385,EL AL ISRAEL AIRLINES,2024-03-12 06:10:00,2024-03-12 06:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
SK,3167,SAS,2024-03-12 06:10:00,2024-03-12 06:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
TP,8898,AIR PORTUGAL,2024-03-12 06:10:00,2024-03-12 06:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
AA,9265,AMERICAN AIRLINES,2024-03-12 06:15:00,2024-03-12 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
AM,7879,AERO MEXICO,2024-03-12 06:15:00,2024-03-12 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-03-12 06:15:00,2024-03-12 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
IB,2394,IBERIA,2024-03-12 06:15:00,2024-03-12 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
LY,082,EL AL ISRAEL AIRLINES,2024-03-12 06:15:00,2024-03-12 06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
LY,395,EL AL ISRAEL AIRLINES,2024-03-12 06:15:00,2024-03-12 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
QF,5021,QANTAS AIRWAYS,2024-03-12 06:15:00,2024-03-12 06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
TG,5483,THAI AIRWAYS,2024-03-12 06:15:00,2024-03-12 06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
VN,3299,VIETNAM AIRLINES,2024-03-12 06:15:00,2024-03-12 06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
IB,2392,IBERIA,2024-03-12 06:25:00,2024-03-12 06:25:00,D,BCN,BARCELONA,BARCELONA,SPAIN,3,,,ON TIME
LY,393,EL AL ISRAEL AIRLINES,2024-03-12 06:25:00,2024-03-12 06:25:00,D,BCN,BARCELONA,BARCELONA,SPAIN,3,,,ON TIME
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-03-12 06:30:00,2024-03-12 06:30:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-03-12 06:35:00,2024-03-12 06:35:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
